slug,title_ar,status,issue_date_hijri,issue_date_gregorian,publish_date_hijri,publish_date_gregorian,effective_date_hijri,effective_date_gregorian,organized_source,knowledge_file,document_scope,catalog_source,version_status,version_status_label_ar,historical_versions_available,recent_update_note,article_count,paragraph_count,indexable_paragraph_count,text_chars,verbatim_chars,citation_base_ar,official_source_url_primary,verbatim_file
nzam-almswwlyh-almdnyh-an-aladrar-alnwwyh,نظام المسؤولية المدنية عن الأضرار النووية,ساري,1439/07/25 هـ الموافق : 11/04/2018 مـ,2018-04-11,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,documents/saudi_regulations/official_latest/nzam-almswwlyh-almdnyh-an-aladrar-alnwwyh.pdf,documents/knowledge/saudi_regulations/nzam-almswwlyh-almdnyh-an-aladrar-alnwwyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,31,63,63,10758,10761,نظام المسؤولية المدنية عن الأضرار النووية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2a68bdd7-6395-417e-be02-a9f70181b49c/1,data/structured/verbatim_texts/nzam-almswwlyh-almdnyh-an-aladrar-alnwwyh.txt
nzam-almsahmat-alaqaryh,نظام المساهمات العقارية,ساري,1444/12/28 هـ الموافق : 16/07/2023 مـ,2023-07-16,1445/01/03 هـ الموافق : 21/07/2023 مـ,2023-07-21,1445/01/03 هـ الموافق : 21/07/2023 مـ,2023-07-21,documents/saudi_regulations/official_latest/nzam-almsahmat-alaqaryh.pdf,documents/knowledge/saudi_regulations/nzam-almsahmat-alaqaryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,38,77,77,10395,10395,نظام المساهمات العقارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/5efb6f40-d859-47e6-9c8a-b04500943ecc/1,data/structured/verbatim_texts/nzam-almsahmat-alaqaryh.txt
nzam-almsharkh-balwqt-fa-alwhdat-alaqaryh-alsyahyh,نظام المشاركة بالوقت فى الوحدات العقارية السياحية,ساري,1427/08/20 هـ الموافق : 13/09/2006 مـ,2006-09-13,1427/09/13 هـ الموافق : 06/10/2006 مـ,2006-10-06,1427/09/13 هـ الموافق : 06/10/2006 مـ,2006-10-06,documents/saudi_regulations/official_latest/nzam-almsharkh-balwqt-fa-alwhdat-alaqaryh-alsyahyh.pdf,documents/knowledge/saudi_regulations/nzam-almsharkh-balwqt-fa-alwhdat-alaqaryh-alsyahyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,12,43,43,7847,7847,نظام المشاركة بالوقت فى الوحدات العقارية السياحية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3ab82e3c-de46-4463-a939-a9a700f1b2af/1,data/structured/verbatim_texts/nzam-almsharkh-balwqt-fa-alwhdat-alaqaryh-alsyahyh.txt
nzam-almtbwaat-walnshr,نظام المطبوعات والنشر,ساري,1421/01/01 هـ الموافق : 06/04/2000 مـ,2000-04-06,1421/01/01 هـ الموافق : 06/04/2000 مـ,2000-04-06,1421/01/01 هـ الموافق : 06/04/2000 مـ,2000-04-06,documents/saudi_regulations/official_latest/nzam-almtbwaat-walnshr.pdf,documents/knowledge/saudi_regulations/nzam-almtbwaat-walnshr.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,49,124,124,13726,13779,نظام المطبوعات والنشر,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ecaaec43-8ff9-46b8-b269-a9a700f16e66/1,data/structured/verbatim_texts/nzam-almtbwaat-walnshr.txt
nzam-almaadn-althmynh-walahjar-alkrymh,نظام المعادن الثمينة والأحجار الكريمة,ساري,1403/07/10 هـ الموافق : 23/04/1983 مـ,1983-04-23,1406/04/08 هـ الموافق : 20/12/1985 مـ,1985-12-20,1406/04/08 هـ الموافق : 20/12/1985 مـ,1985-12-20,documents/saudi_regulations/official_latest/nzam-almaadn-althmynh-walahjar-alkrymh.pdf,documents/knowledge/saudi_regulations/nzam-almaadn-althmynh-walahjar-alkrymh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,22,27,27,6114,6152,نظام المعادن الثمينة والأحجار الكريمة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0f54d227-1450-4231-93cd-a9a700f29821/1,data/structured/verbatim_texts/nzam-almaadn-althmynh-walahjar-alkrymh.txt
nzam-almaaljat-altjaryh-fy-altjarh-aldwlyh,نظام المعالجات التجارية في التجارة الدولية,ساري,1444/04/29 هـ الموافق : 23/11/2022 مـ,2022-11-23,1444/05/08 هـ الموافق : 02/12/2022 مـ,2022-12-02,1444/05/08 هـ الموافق : 02/12/2022 مـ,2022-12-02,documents/saudi_regulations/official_latest/nzam-almaaljat-altjaryh-fy-altjarh-aldwlyh.pdf,documents/knowledge/saudi_regulations/nzam-almaaljat-altjaryh-fy-altjarh-aldwlyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,37,159,159,39252,39257,نظام المعالجات التجارية في التجارة الدولية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/319fe343-cafd-4638-bc7d-af5e00b16b6b/1,data/structured/verbatim_texts/nzam-almaaljat-altjaryh-fy-altjarh-aldwlyh.txt
civil-transactions-law,نظام المعاملات المدنية,ساري,1444/11/29 هـ الموافق : 18/06/2023 مـ,2023-06-18,1444/12/01 هـ الموافق : 19/06/2023 مـ,2023-06-19,1444/12/01 هـ الموافق : 19/06/2023 مـ,2023-06-19,documents/saudi_regulations/official_latest/nzam-almaamlat-almdnyh.pdf,documents/knowledge/saudi_regulations/nzam-almaamlat-almdnyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,721,1193,1193,168711,168876,نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,data/structured/verbatim_texts/civil-transactions-law.txt
nzam-almalwmat-alaytmanyh,نظام المعلومات الائتمانية,ساري,1429/07/05 هـ الموافق : 08/07/2008 مـ,2008-07-08,1429/08/07 هـ الموافق : 08/08/2008 مـ,2008-08-08,1429/08/07 هـ الموافق : 08/08/2008 مـ,2008-08-08,documents/saudi_regulations/official_latest/nzam-almalwmat-alaytmanyh.pdf,documents/knowledge/saudi_regulations/nzam-almalwmat-alaytmanyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,29,29,6642,6914,نظام المعلومات الائتمانية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/63dc01a6-fc5c-4600-9171-a9a700f2d222/1,data/structured/verbatim_texts/nzam-almalwmat-alaytmanyh.txt
nzam-almqymyn-almatmdyn,نظام المقيمين المعتمدين,ساري,1433/07/09 هـ الموافق : 30/05/2012 مـ,2012-05-30,1433/09/22 هـ الموافق : 10/08/2012 مـ,2012-08-10,1433/09/22 هـ الموافق : 10/08/2012 مـ,2012-08-10,documents/saudi_regulations/official_latest/nzam-almqymyn-almatmdyn.pdf,documents/knowledge/saudi_regulations/nzam-almqymyn-almatmdyn.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,45,71,71,11683,11697,نظام المقيمين المعتمدين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cad66e4d-38d3-4baa-8049-a9a700f1e7a8/1,data/structured/verbatim_texts/nzam-almqymyn-almatmdyn.txt
nzam-almlabs-waltjhyzat-alaskryh-alfrdyh,نظام الملابس والتجهيزات العسكرية الفردية,ساري,1426/07/08 هـ الموافق : 13/08/2005 مـ,2005-08-13,1426/08/12 هـ الموافق : 16/09/2005 مـ,2005-09-16,1426/08/12 هـ الموافق : 16/09/2005 مـ,2005-09-16,documents/saudi_regulations/official_latest/nzam-almlabs-waltjhyzat-alaskryh-alfrdyh.pdf,documents/knowledge/saudi_regulations/nzam-almlabs-waltjhyzat-alaskryh-alfrdyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,28,41,41,6165,6325,نظام الملابس والتجهيزات العسكرية الفردية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/985cf9ba-02ec-4eb1-9e36-a9a700f23514/1,data/structured/verbatim_texts/nzam-almlabs-waltjhyzat-alaskryh-alfrdyh.txt
nzam-almnatq,نظام المناطق,ساري,1412/08/27 هـ الموافق : 01/03/1992 مـ,1992-03-01,1412/09/02 هـ الموافق : 06/03/1992 مـ,1992-03-06,1412/09/02 هـ الموافق : 06/03/1992 مـ,1992-03-06,documents/saudi_regulations/official_latest/nzam-almnatq.pdf,documents/knowledge/saudi_regulations/nzam-almnatq.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,41,62,62,10153,10187,نظام المناطق,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/93f81644-fbbc-49ca-b33c-a9a700f16701/1,data/structured/verbatim_texts/nzam-almnatq.txt
nzam-almnatq-albhryh-llmmlkh-alarbyh-alsawdyh,نظام المناطق البحرية للمملكة العربية السعودية,ساري,1433/01/18 هـ الموافق : 13/12/2011 مـ,2011-12-13,1433/02/19 هـ الموافق : 13/01/2012 مـ,2012-01-13,1433/02/19 هـ الموافق : 13/01/2012 مـ,2012-01-13,documents/saudi_regulations/official_latest/nzam-almnatq-albhryh-llmmlkh-alarbyh-alsawdyh.pdf,documents/knowledge/saudi_regulations/nzam-almnatq-albhryh-llmmlkh-alarbyh-alsawdyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,23,39,39,7077,7090,نظام المناطق البحرية للمملكة العربية السعودية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/98b1d2e8-4724-439b-af00-a9a700f255ef/1,data/structured/verbatim_texts/nzam-almnatq-albhryh-llmmlkh-alarbyh-alsawdyh.txt
government-tenders-and-procurement-law,نظام المنافسات و المشتريات الحكومية,ساري,1440/11/13 هـ الموافق : 16/07/2019 مـ,2019-07-16,1440/11/29 هـ الموافق : 01/08/2019 مـ,2019-08-01,1440/11/29 هـ الموافق : 01/08/2019 مـ,2019-08-01,documents/saudi_regulations/official_latest/nzam-almnafsat-w-almshtryat-alhkwmyh.pdf,documents/knowledge/saudi_regulations/nzam-almnafsat-w-almshtryat-alhkwmyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,99,271,271,38245,38247,نظام المنافسات و المشتريات الحكومية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/24c563f9-7292-49c8-b0fb-aa9800b999f1/1,data/structured/verbatim_texts/government-tenders-and-procurement-law.txt
nzam-almnafsh,نظام المنافسة,ساري,1440/06/29 هـ الموافق : 06/03/2019 مـ,2019-03-06,1440/07/20 هـ الموافق : 27/03/2019 مـ,2019-03-27,1440/07/20 هـ الموافق : 27/03/2019 مـ,2019-03-27,documents/saudi_regulations/official_latest/nzam-almnafsh.pdf,documents/knowledge/saudi_regulations/nzam-almnafsh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,28,93,93,12441,12444,نظام المنافسة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e3605c0d-ef87-4cff-b5da-aa3f0102bbb4/1,data/structured/verbatim_texts/nzam-almnafsh.txt
nzam-almnshat-walmsthdrat-alsydlanyh-walashbyh,نظام المنشآت والمستحضرات الصيدلانية والعشبية,ساري,1441/08/22 هـ الموافق : 15/04/2020 مـ,2020-04-15,1441/09/01 هـ الموافق : 24/04/2020 مـ,2020-04-24,1441/09/01 هـ الموافق : 24/04/2020 مـ,2020-04-24,documents/saudi_regulations/official_latest/nzam-almnshat-walmsthdrat-alsydlanyh-walashbyh.pdf,documents/knowledge/saudi_regulations/nzam-almnshat-walmsthdrat-alsydlanyh-walashbyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,42,105,105,13171,13779,نظام المنشآت والمستحضرات الصيدلانية والعشبية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3d191772-e60b-4925-b5e7-aba50097641f/1,data/structured/verbatim_texts/nzam-almnshat-walmsthdrat-alsydlanyh-walashbyh.txt
nzam-almwad-albtrwlyh-walbtrwkymawyh,نظام المواد البترولية والبتروكيماوية,ساري,1446/07/12 هـ الموافق : 12/01/2025 مـ,2025-01-12,1446/07/24 هـ الموافق : 24/01/2025 مـ,2025-01-24,1446/07/24 هـ الموافق : 24/01/2025 مـ,2025-01-24,documents/saudi_regulations/official_latest/nzam-almwad-albtrwlyh-walbtrwkymawyh.pdf,documents/knowledge/saudi_regulations/nzam-almwad-albtrwlyh-walbtrwkymawyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,22,84,84,12813,12813,نظام المواد البترولية والبتروكيماوية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/48da5c0f-b5a6-4e93-b76c-b33200be0330/1,data/structured/verbatim_texts/nzam-almwad-albtrwlyh-walbtrwkymawyh.txt
nzam-almwad-alhydrwkrbwnyh,نظام المواد الهيدروكربونية,ساري,1439/04/02 هـ الموافق : 20/12/2017 مـ,2017-12-20,1439/04/02 هـ الموافق : 20/12/2017 مـ,2017-12-20,1439/04/02 هـ الموافق : 20/12/2017 مـ,2017-12-20,documents/saudi_regulations/official_latest/nzam-almwad-alhydrwkrbwnyh.pdf,documents/knowledge/saudi_regulations/nzam-almwad-alhydrwkrbwnyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,30,72,72,11700,11700,نظام المواد الهيدروكربونية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7ea51f01-916d-4f4b-81b3-a9ed010a6dc5/1,data/structured/verbatim_texts/nzam-almwad-alhydrwkrbwnyh.txt
nzam-almwasfat-waljwdh,نظام المواصفات والجودة,ساري,1446/01/29 هـ الموافق : 04/08/2024 مـ,2024-08-04,1446/02/12 هـ الموافق : 16/08/2024 مـ,2024-08-16,1446/02/12 هـ الموافق : 16/08/2024 مـ,2024-08-16,documents/saudi_regulations/official_latest/nzam-almwasfat-waljwdh.pdf,documents/knowledge/saudi_regulations/nzam-almwasfat-waljwdh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,24,102,102,10646,10646,نظام المواصفات والجودة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c487b0ff-8e52-442d-bf62-b1cd009fdc57/1,data/structured/verbatim_texts/nzam-almwasfat-waljwdh.txt
nzam-almyah,نظام المياه,ساري,1441/11/11 هـ الموافق : 02/07/2020 مـ,2020-07-02,1441/11/19 هـ الموافق : 10/07/2020 مـ,2020-07-10,1441/11/19 هـ الموافق : 10/07/2020 مـ,2020-07-10,documents/saudi_regulations/official_latest/nzam-almyah.pdf,documents/knowledge/saudi_regulations/nzam-almyah.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,77,251,251,35919,35919,نظام المياه,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/57261279-94b7-4ddc-8ad2-abf100d246be/1,data/structured/verbatim_texts/nzam-almyah.txt
nzam-almydalyat-almdnyh-walaskryh,نظام الميداليات المدنية والعسكرية,ساري,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,documents/saudi_regulations/official_latest/nzam-almydalyat-almdnyh-walaskryh.pdf,documents/knowledge/saudi_regulations/nzam-almydalyat-almdnyh-walaskryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,25,34,34,6894,7052,نظام الميداليات المدنية والعسكرية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e1fd0b90-ced3-4402-ad60-a9a700f1f755/1,data/structured/verbatim_texts/nzam-almydalyat-almdnyh-walaskryh.txt
nzam-alnqd-alarba-alsawda,نظام النقد العربى السعودى,ساري,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,documents/saudi_regulations/official_latest/nzam-alnqd-alarba-alsawda.pdf,documents/knowledge/saudi_regulations/nzam-alnqd-alarba-alsawda.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,19,19,4549,4686,نظام النقد العربى السعودى,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1603064a-ab7e-48eb-9564-a9a700f2d2e0/1,data/structured/verbatim_texts/nzam-alnqd-alarba-alsawda.txt
nzam-alnql-alaam-ala-altrq-balmmlkh-alarbyh-alsawdyh,نظام النقل العام على الطرق بالمملكة العربية السعودية,ساري,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,documents/saudi_regulations/official_latest/nzam-alnql-alaam-ala-altrq-balmmlkh-alarbyh-alsawdyh.pdf,documents/knowledge/saudi_regulations/nzam-alnql-alaam-ala-altrq-balmmlkh-alarbyh-alsawdyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,24,34,34,7890,8126,نظام النقل العام على الطرق بالمملكة العربية السعودية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/35c24150-3c9e-4031-8f52-a9a700f2e443/1,data/structured/verbatim_texts/nzam-alnql-alaam-ala-altrq-balmmlkh-alarbyh-alsawdyh.txt
nzam-alhyyh-alsawdyh-lltkhssat-alshyh,نظام الهيئة السعودية للتخصصات الصحية,ساري,1413/01/01 هـ الموافق : 01/07/1992 مـ,1992-07-01,1413/01/01 هـ الموافق : 01/07/1992 مـ,1992-07-01,1413/01/01 هـ الموافق : 01/07/1992 مـ,1992-07-01,documents/saudi_regulations/official_latest/nzam-alhyyh-alsawdyh-lltkhssat-alshyh.pdf,documents/knowledge/saudi_regulations/nzam-alhyyh-alsawdyh-lltkhssat-alshyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,7,15,15,5057,5243,نظام الهيئة السعودية للتخصصات الصحية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6c8d5fc7-ce6c-4636-9c72-a9a700f28290/1,data/structured/verbatim_texts/nzam-alhyyh-alsawdyh-lltkhssat-alshyh.txt
nzam-alhyyh-alsawdyh-llmhndsyn,نظام الهيئة السعودية للمهندسين,ساري,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,documents/saudi_regulations/official_latest/nzam-alhyyh-alsawdyh-llmhndsyn.pdf,documents/knowledge/saudi_regulations/nzam-alhyyh-alsawdyh-llmhndsyn.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,9,18,18,4422,4516,نظام الهيئة السعودية للمهندسين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e1de77d-3cd1-44d8-b174-a9a700f1ab06/1,data/structured/verbatim_texts/nzam-alhyyh-alsawdyh-llmhndsyn.txt
nzam-alhyyh-alaamh-llawqaf,نظام الهيئة العامة للأوقاف,ساري,1437/02/26 هـ الموافق : 08/12/2015 مـ,2015-12-08,1437/03/14 هـ الموافق : 25/12/2015 مـ,2015-12-25,1437/03/14 هـ الموافق : 25/12/2015 مـ,2015-12-25,documents/saudi_regulations/official_latest/nzam-alhyyh-alaamh-llawqaf.pdf,documents/knowledge/saudi_regulations/nzam-alhyyh-alaamh-llawqaf.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,25,96,96,14508,14709,نظام الهيئة العامة للأوقاف,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cabff788-438d-4003-be74-a9a700f2bcde/1,data/structured/verbatim_texts/nzam-alhyyh-alaamh-llawqaf.txt
nzam-alhyyh-alaamh-llghdhaa-waldwaa,نظام الهيئة العامة للغذاء والدواء,ساري,1428/01/25 هـ الموافق : 13/02/2007 مـ,2007-02-13,1428/02/19 هـ الموافق : 09/03/2007 مـ,2007-03-09,1428/02/19 هـ الموافق : 09/03/2007 مـ,2007-03-09,documents/saudi_regulations/official_latest/nzam-alhyyh-alaamh-llghdhaa-waldwaa.pdf,documents/knowledge/saudi_regulations/nzam-alhyyh-alaamh-llghdhaa-waldwaa.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,25,56,56,11228,11583,نظام الهيئة العامة للغذاء والدواء,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/dd7a7d7d-a92d-431b-9ec3-a9a700f28a46/1,data/structured/verbatim_texts/nzam-alhyyh-alaamh-llghdhaa-waldwaa.txt
nzam-alhyyh-alaamh-llwlayh-ala-amwal-alqasryn-wmn-fa-hkmhm,نظام الهيئة العامة للولاية على أموال القاصرين ومن فى حكمهم,ساري,1427/03/13 هـ الموافق : 11/04/2006 مـ,2006-04-11,1427/04/21 هـ الموافق : 19/05/2006 مـ,2006-05-19,1427/04/21 هـ الموافق : 19/05/2006 مـ,2006-05-19,documents/saudi_regulations/official_latest/nzam-alhyyh-alaamh-llwlayh-ala-amwal-alqasryn-wmn-fa-hkmhm.pdf,documents/knowledge/saudi_regulations/nzam-alhyyh-alaamh-llwlayh-ala-amwal-alqasryn-wmn-fa-hkmhm.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,41,63,63,17123,17453,نظام الهيئة العامة للولاية على أموال القاصرين ومن فى حكمهم,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6a8286ec-baea-43ec-ab0d-a9a700f26c94/1,data/structured/verbatim_texts/nzam-alhyyh-alaamh-llwlayh-ala-amwal-alqasryn-wmn-fa-hkmhm.txt
nzam-alwthayq-walmhfwzat,نظام الوثائق والمحفوظات,ساري,1409/10/23 هـ الموافق : 28/05/1989 مـ,1989-05-28,1409/11/20 هـ الموافق : 23/06/1989 مـ,1989-06-23,1409/11/20 هـ الموافق : 23/06/1989 مـ,1989-06-23,documents/saudi_regulations/official_latest/nzam-alwthayq-walmhfwzat.pdf,documents/knowledge/saudi_regulations/nzam-alwthayq-walmhfwzat.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,11,24,24,2582,2623,نظام الوثائق والمحفوظات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a4d3a985-a838-47e8-977e-a9a700f16c1c/1,data/structured/verbatim_texts/nzam-alwthayq-walmhfwzat.txt
nzam-alwzraa-wnwab-alwzraa-wmwzfy-almrtbh-almmtazh,نظام الوزراء ونواب الوزراء وموظفي المرتبة الممتازة,ساري,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,1391/01/01 هـ الموافق : 26/02/1971 مـ,1971-02-26,documents/saudi_regulations/official_latest/nzam-alwzraa-wnwab-alwzraa-wmwzfy-almrtbh-almmtazh.pdf,documents/knowledge/saudi_regulations/nzam-alwzraa-wnwab-alwzraa-wmwzfy-almrtbh-almmtazh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,7,7,7,793,821,نظام الوزراء ونواب الوزراء وموظفي المرتبة الممتازة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b2a002e4-a3da-474b-9735-a9a700f2386c/1,data/structured/verbatim_texts/nzam-alwzraa-wnwab-alwzraa-wmwzfy-almrtbh-almmtazh.txt
real-estate-brokerage-law,نظام الوساطة العقارية,ساري,1443/11/30 هـ الموافق : 29/06/2022 مـ,2022-06-29,1443/12/23 هـ الموافق : 22/07/2022 مـ,2022-07-22,1443/12/23 هـ الموافق : 22/07/2022 مـ,2022-07-22,documents/saudi_regulations/official_latest/nzam-alwsath-alaqaryh.pdf,documents/knowledge/saudi_regulations/nzam-alwsath-alaqaryh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,24,84,84,9526,9526,نظام الوساطة العقارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f1bfd1f1-0c50-468e-b9a5-aeee008e493a/1,data/structured/verbatim_texts/real-estate-brokerage-law.txt
nzam-alwqayh-mn-mtlazmh-alawz-almnaay-almktsb-aliydz-whqwq-almsabyn-wwajbathm,نظام الوقاية من متلازمة العوز المناعي المكتسب (الإيدز) وحقوق المصابين وواجباتهم,ساري,1439/04/16 هـ الموافق : 03/01/2018 مـ,2018-01-03,1439/04/16 هـ الموافق : 03/01/2018 مـ,2018-01-03,1439/04/16 هـ الموافق : 03/01/2018 مـ,2018-01-03,documents/saudi_regulations/official_latest/nzam-alwqayh-mn-mtlazmh-alawz-almnaay-almktsb-aliydz-whqwq-almsabyn-wwajbathm.pdf,documents/knowledge/saudi_regulations/nzam-alwqayh-mn-mtlazmh-alawz-almnaay-almktsb-aliydz-whqwq-almsabyn-wwajbathm.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,29,61,61,8281,8281,نظام الوقاية من متلازمة العوز المناعي المكتسب (الإيدز) وحقوق المصابين وواجباتهم,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9d240ae2-a709-48ee-ac82-a9ed0119f62d/1,data/structured/verbatim_texts/nzam-alwqayh-mn-mtlazmh-alawz-almnaay-almktsb-aliydz-whqwq-almsabyn-wwajbathm.txt
nzam-alwkalat-altjaryh,نظام الوكالات التجارية,ساري,1382/01/01 هـ الموافق : 03/06/1962 مـ,1962-06-03,1382/01/01 هـ الموافق : 03/06/1962 مـ,1962-06-03,1382/01/01 هـ الموافق : 03/06/1962 مـ,1962-06-03,documents/saudi_regulations/official_latest/nzam-alwkalat-altjaryh.pdf,documents/knowledge/saudi_regulations/nzam-alwkalat-altjaryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,6,7,7,1885,1885,نظام الوكالات التجارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b19a8aa6-7b50-43f0-ab8c-a9a700f1a446/1,data/structured/verbatim_texts/nzam-alwkalat-altjaryh.txt
nzam-braaat-alakhtraa-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,نظام براءات الاختراع لدول مجلس التعاون لدول الخليج العربية,ساري,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,1422/01/01 هـ الموافق : 26/03/2001 مـ,2001-03-26,documents/saudi_regulations/official_latest/nzam-braaat-alakhtraa-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/nzam-braaat-alakhtraa-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,34,48,48,16890,16922,نظام براءات الاختراع لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f95138ff-0892-49b0-921c-a9a700f1c37f/1,data/structured/verbatim_texts/nzam-braaat-alakhtraa-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
